id	type	name	cat	price	delivery	mall	image
NS14523993793	MALL	오뚜기 진라면 순한맛 120g x 5개입 라면봉지라면	식품>가공식품>라면>봉지라면	4748	2500	뉴욕아이	https://shopping-phinf.pstatic.net/main_1452399/14523993793.jpg
NS14524629924	MALL	인기14726 오뚜기 진라면 순한맛 120g 40봉	식품>가공식품>라면>봉지라면	30650	2500	올래플러스	https://shopping-phinf.pstatic.net/main_1452462/14524629924.jpg
NS14528076305	MALL	오뚜기 진라면순한맛(멀티팩)120gX40개입(1박스)	식품>가공식품>라면>봉지라면	26000	2500	인터파크	https://shopping-phinf.pstatic.net/main_1452807/14528076305.jpg
NS14529848981	MALL	오뚜기 봉지라면 진라면 순한맛 120g 40개	식품>가공식품>라면>봉지라면	32640	2500	스타호스트	https://shopping-phinf.pstatic.net/main_1452984/14529848981.jpg
NS14533500411	MALL	오뚜기 진라면 순한맛 120g x 5개입	식품>가공식품>라면>봉지라면	4270	2500	바다왕	https://shopping-phinf.pstatic.net/main_1453350/14533500411.jpg
NS14534778604	MALL	[추가 10% 할인]오뚜기 진라면 순한맛 120g 40개입 박스	식품>가공식품>라면>봉지라면	24360	0	G9	https://shopping-phinf.pstatic.net/main_1453477/14534778604.jpg
NS14535743894	MALL	GT 오뚜기 진라면 순한맛 120g x 5개입 X 8EA	식품>가공식품>라면>봉지라면	43900	2500	위메프	https://shopping-phinf.pstatic.net/main_1453574/14535743894.jpg
NS14551009302	MALL	오뚜기 봉지라면 진라면 순한맛 120g 40개	식품>가공식품>라면>봉지라면	32340	2500	빅스타플러스	https://shopping-phinf.pstatic.net/main_1455100/14551009302.jpg
NS14558863182	MALL	오뚜기 진라면 순한맛 120g x 5입 멀티팩	식품>가공식품>라면>봉지라면	3600	3000	트렌드샵	https://shopping-phinf.pstatic.net/main_1455886/14558863182.jpg
NS14560790381	MALL	오뚜기진라면순한맛 1개  - ★파격할인 263종★마음 껏 골라담으세요!라면 190원~컵라면 290원~	식품>가공식품>라면>봉지라면	500	2500	티몬	https://shopping-phinf.pstatic.net/main_1456079/14560790381.jpg
NS14563057431	MALL	오뚜기 진라면순한맛(멀티팩)120gX40개입(1박스) 라면	식품>가공식품>라면>봉지라면	25170	2500	인터파크	https://shopping-phinf.pstatic.net/main_1456305/14563057431.jpg
NS14567130975	MALL	오뚜기 진라면 순한맛 120g x 5개입 [D-W0FD85F]	식품>가공식품>라면>봉지라면	3571	2800	다인네	https://shopping-phinf.pstatic.net/main_1456713/14567130975.jpg
NS14567730427	MALL	(즐거운생활)오뚜기 진라면 순한맛 120g x 5개입	식품>가공식품>라면>봉지라면	3970	2500	델타마트	https://shopping-phinf.pstatic.net/main_1456773/14567730427.jpg
NS14567746542	MALL	(즐거운생활)오뚜기 진라면 순한맛 120g 40봉	식품>가공식품>라면>봉지라면	25870	2500	델타마트	https://shopping-phinf.pstatic.net/main_1456774/14567746542.jpg
NS14580672134	MALL	오뚜기 진라면 순한맛 120g x 5개입	식품>가공식품>라면>봉지라면	3470	2500	도매일번가	https://shopping-phinf.pstatic.net/main_1458067/14580672134.jpg
NS14580672598	MALL	오뚜기 진라면 순한맛 120g x 5개입 X 8EA	식품>가공식품>라면>봉지라면	26010	2500	도매일번가	https://shopping-phinf.pstatic.net/main_1458067/14580672598.jpg
NS14581035807	MALL	오뚜기 진라면 순한맛 120g x 5개입 zycp	식품>가공식품>라면>봉지라면	5078	2500	굿폭	https://shopping-phinf.pstatic.net/main_1458103/14581035807.jpg
NS14582636164	MALL	오뚜기 진라면 순한맛 120g x 5개입.	식품>가공식품>라면>봉지라면	3830	2500	NH마켓	https://shopping-phinf.pstatic.net/main_1458263/14582636164.jpg
NS14583103509	MALL	오뚜기 진라면 순한맛 120g x 5입 멀티팩	식품>가공식품>라면>봉지라면	3400	2500	앵그리몰	https://shopping-phinf.pstatic.net/main_1458310/14583103509.jpg
NS14586604102	MALL	오뚜기 진라면 순한맛 120g x 5개입.	식품>가공식품>라면>봉지라면	3780	2500	프리쇼핑샵	https://shopping-phinf.pstatic.net/main_1458660/14586604102.jpg
NS14586612431	MALL	오뚜기 진라면 순한맛 120g x 5개입.	식품>가공식품>라면>봉지라면	4330	2500	바름가게	https://shopping-phinf.pstatic.net/main_1458661/14586612431.jpg
NS14588434090	MALL	오뚜기 진라면순한맛(멀티팩)120gX40개입(1박스)	식품>가공식품>라면>봉지라면	29310	0	인터파크	https://shopping-phinf.pstatic.net/main_1458843/14588434090.jpg
NS14588522009	MALL	오뚜기 진라면 순한맛 120g x 5개입 X 8EA.	식품>가공식품>라면>봉지라면	29930	2500	NH마켓	https://shopping-phinf.pstatic.net/main_1458852/14588522009.jpg
NS14588977110	MALL	오뚜기 진라면 순한맛 120g x 5개입 X 8EA.	식품>가공식품>라면>봉지라면	32690	2500	바름가게	https://shopping-phinf.pstatic.net/main_1458897/14588977110.jpg
NS14588983001	MALL	오뚜기 진라면 순한맛 120g x 5개입 X 8EA.	식품>가공식품>라면>봉지라면	31020	2500	프리쇼핑샵	https://shopping-phinf.pstatic.net/main_1458898/14588983001.jpg
NS14592395814	MALL	[특판] 오뚜기 진라면 순한맛 120g x 5개입 X 8EA	식품>가공식품>라면>봉지라면	28740	2500	도매리더	https://shopping-phinf.pstatic.net/main_1459239/14592395814.jpg
NS14592403504	MALL	[특판] 오뚜기 진라면 순한맛 120g x 5개입	식품>가공식품>라면>봉지라면	3720	3000	도매리더	https://shopping-phinf.pstatic.net/main_1459240/14592403504.jpg
NS14593416907	MALL	오뚜기 진라면 순한맛 120g x 5개입	식품>가공식품>라면>봉지라면	3390	2500	인터파크	https://shopping-phinf.pstatic.net/main_1459341/14593416907.jpg
NS14594146350	MALL	#_오뚜기 진라면 순한맛 120g x 5개입._	식품>가공식품>라면>봉지라면	4100	2500	쥬디의종합쇼핑몰	https://shopping-phinf.pstatic.net/main_1459414/14594146350.jpg
NS14594587546	MALL	진라면 순한맛 120g x 5개입 X 8EA. 오뚜기 gikv	식품>가공식품>라면>봉지라면	31240	2500	주문폭주	https://shopping-phinf.pstatic.net/main_1459458/14594587546.jpg
NS14635777700	MALL	오뚜기 진라면순한맛(멀티팩)120gX40개입(1박스)	식품>가공식품>라면>봉지라면	29810	0	인터파크	https://shopping-phinf.pstatic.net/main_1463577/14635777700.jpg
NS14636005095	MALL	오뚜기 진라면 순한맛 120g x 5개입.	식품>가공식품>라면>봉지라면	3410	2500	인터파크	https://shopping-phinf.pstatic.net/main_1463600/14636005095.jpg
NS14636672011	MALL	오뚜기 진라면 순한맛 멀티팩 120g x 5입	식품>가공식품>라면>봉지라면	2250	2500	인터파크	https://shopping-phinf.pstatic.net/main_1463667/14636672011.jpg
NS14659241966	MALL	오뚜기 진라면순한맛(멀티팩)120gX40개입(1박스) 라면	식품>가공식품>라면>봉지라면	28750	0	인터파크	https://shopping-phinf.pstatic.net/main_1465924/14659241966.jpg
NS14682952088	MALL	오뚜기 진라면(순)120g	식품>가공식품>라면>봉지라면	490	2500	인터파크	https://shopping-phinf.pstatic.net/main_1468295/14682952088.jpg
NS5589751105	MALL	오뚜기 오뚜기 진라면 40봉 순한맛 진라면매운맛 라면	식품>가공식품>라면>봉지라면	18620	2500	옥션	https://shopping-phinf.pstatic.net/main_5589751/5589751105.jpg
NS5670199774	MALL	오뚜기_진라면순한맛_120G*5입	식품>가공식품>라면>봉지라면	2750	3000	홈플러스	https://shopping-phinf.pstatic.net/main_5670199/5670199774.3.jpg
NS5811625301	MALL	오뚜기 낙타마트/오뚜기 진라면120gx40봉지(매운맛/순한맛)	식품>가공식품>라면>봉지라면	20300	0	옥션	https://shopping-phinf.pstatic.net/main_5811625/5811625301.jpg
NS5811649823	MALL	오뚜기 진라면 순한맛 5개입 멀티팩 내벗	식품>가공식품>라면>봉지라면	2390	2500	옥션	https://shopping-phinf.pstatic.net/main_5811649/5811649823.3.jpg
NS5811716287	MALL	오뚜기 진라면 순한맛 5개입 멀티팩 8개입 BOX 내벗	식품>가공식품>라면>봉지라면	18430	0	옥션	https://shopping-phinf.pstatic.net/main_5811716/5811716287.3.jpg
NS5814961129	MALL	오뚜기 진라면 순한맛 5개입 멀티팩 내벗	식품>가공식품>라면>봉지라면	2380	2500	G마켓	https://shopping-phinf.pstatic.net/main_5814961/5814961129.2.jpg
NS5815024713	MALL	오뚜기 진라면 순한맛 5개입 멀티팩 8개입 BOX 내벗	식품>가공식품>라면>봉지라면	18430	0	G마켓	https://shopping-phinf.pstatic.net/main_5815024/5815024713.2.jpg
NS6229838686	MALL	[오뚜기] 진라면 봉지면(20입) 매콤한맛,순한맛 중 택1/무료배송	식품>가공식품>라면>봉지라면	13870	0	4umarket	https://shopping-phinf.pstatic.net/main_6229838/6229838686.1.jpg
NS6229838777	MALL	[오뚜기] 진라면 봉지면(40입) 매콤한맛,순한맛 중 택1/무료배송	식품>가공식품>라면>봉지라면	25550	0	4umarket	https://shopping-phinf.pstatic.net/main_6229838/6229838777.1.jpg
NS6229838784	MALL	[오뚜기] 진라면 봉지면(30입) 매콤한맛,순한맛 중 택1/무료배송	식품>가공식품>라면>봉지라면	19760	0	4umarket	https://shopping-phinf.pstatic.net/main_6229838/6229838784.1.jpg
NS6365655412	MALL	전국택배/★진라면(멀티 순한 오뚜기)BOX$$ /120g*40EA	식품>가공식품>라면>봉지라면	22800	3000	킹콩푸드	https://shopping-phinf.pstatic.net/main_6365655/6365655412.1.jpg
NS6374768686	MALL	[행복장바구니]진라면 매운맛 40봉지 순한맛 오뚜기	식품>가공식품>라면>봉지라면	20160	2500	11번가	https://shopping-phinf.pstatic.net/main_6374768/6374768686.jpg
NS6481621978	MALL	오뚜기 진라면 순한맛 5개입 멀티팩 8개입 BOX 내벗	식품>가공식품>라면>봉지라면	20900	0	내벗스토어	https://shopping-phinf.pstatic.net/main_6481621/6481621978.4.jpg
NS6481621997	MALL	오뚜기 진라면 순한맛 5개입 멀티팩 내벗	식품>가공식품>라면>봉지라면	2680	2500	내벗스토어	https://shopping-phinf.pstatic.net/main_6481621/6481621997.4.jpg
